pub_name_ward,longitude,latitude
Forestdale Arms - Selsdon Vale & Forestdale,-0.0364404367673164,51.35034026784271
Randall Tavern - New Addington North,-0.0186085907351568,51.35417713323066
Toby Carvery - South Croydon,-0.0958659449582445,51.35502698160167
Purley Arms - South Croydon,-0.0972508699211794,51.35072346187518
Whelan's - South Croydon,-0.0951075396560225,51.362227688645376
Crown & Sceptre - South Croydon,-0.094956174201944,51.35895147906233
Croham Arms - South Croydon,-0.0933728172065073,51.36179474152224
Sir Julian Huxley - Selsdon Vale & Forestdale,-0.0603147345682583,51.34312030881045
Golden Ark - Selsdon Vale & Forestdale,-0.0603147345682583,51.34312030881045
Fox - Old Coulsdon,-0.107270877283477,51.29542075360529
Gardeners Arms - Figge's Marsh,-0.1601241403610217,51.40966554089335
White Lion of Mortimer - Figge's Marsh,-0.1619174830435077,51.40654590132964
Kings Arms - Figge's Marsh,-0.162625675849141,51.40609833137794
Crown Inn - Cricket Green,-0.1706208559351764,51.39745460328064
Surrey Arms - Ravensbury,-0.1795208303624626,51.39961680336345
Windmill - Figge's Marsh,-0.1599949577995024,51.40249555229793
Park Place - Cricket Green,-0.1588527199751479,51.3997884972756
Crown of Mitcham - Cricket Green,-0.1574655003346715,51.389585827366616
Ravensbury - Cricket Green,-0.15628527410515,51.39713095973647
Tudor Rose - Old Coulsdon,-0.1175092665997393,51.30429190790949
Coulsdon Manor Hotel - Old Coulsdon,-0.1235005877390872,51.31675463413928
Pembroke - Coulsdon Town,-0.137622335477728,51.32031681525807
Smugglers Inn - Coulsdon Town,-0.1486127421766885,51.31863838345335
Plough on the Pond - West Thornton,-0.1125252103448484,51.393879928860926
Railway Telegraph - Bensham Manor,-0.0999777598666889,51.39727461263879
Welcome Inn - Thornton Heath,-0.1029100421739179,51.40632487043525
Prince George - Thornton Heath,-0.0920519602756393,51.39771241597772
Elliotts - Purley & Woodcote,-0.1141233680543093,51.3378743950102
Jolly Farmers - Purley & Woodcote,-0.1146701513531932,51.33749646491159
Foxley Hatch - Purley & Woodcote,-0.1160549475890966,51.33874191074738
Pear Tree - Purley & Woodcote,-0.1140761436073583,51.33902484358392
Kenley Hotel - Kenley,-0.0988992073883341,51.32512678302251
Wattenden Arms - Kenley,-0.1013134821896319,51.306989352533286
Whistler's Bar - Addiscombe West,-0.0896789905218323,51.372536118944325
Alma - Sidcup,0.104927682888463,51.43161889528047
White Cross - St. Mary's & St. James,0.1404083146278061,51.42973501188301
Seven Stars - Sidcup,0.1203142337672812,51.41805737714049
Star at Sidcup Place - Sidcup,0.1041553428789148,51.42451854132635
Tailor's Chalk - Sidcup,0.1052575587788783,51.42564997132867
Hopper's Hut - Sidcup,0.1083595108368409,51.42396628987757
Hill Top Tap - Sidcup,0.1017804891449892,51.42574836633657
Horse & Groom - Longlands,0.0954785528034336,51.4266796830634
Charcoal - Longlands,0.0873688529873167,51.42993633017419
Bear & Ragged Staff - Crayford,0.1781461229691248,51.451461752901466
One Bell - Crayford,0.1762324741521025,51.45329610791996
Duke's Head - Crayford,0.1778275255858089,51.45293370015023
Crayford Arms - Crayford,0.1790109396975514,51.4517874499956
Penny Farthing - Crayford,0.18009004437596,51.45177637569627
Hackney Carriage - Blackfen & Lamorbey,0.1035593325128111,51.43471939951762
Iron Horse - Blackfen & Lamorbey,0.1041729516466138,51.434294661113015
Halfway House - Blackfen & Lamorbey,0.0888191363899215,51.440595280696485
Black Boy - Eltham South,0.0863913300110089,51.44447893291986
Olde Black Horse - Blackfen & Lamorbey,0.0996115102003635,51.43680484319518
George Staples - Blackfen & Lamorbey,0.1021914886938273,51.450681208906566
Jolly Fenman - Blackfen & Lamorbey,0.0937849543740101,51.45099358296937
Hangar - Blendon & Penhill,0.1040420243923003,51.44459508223292
Broken Drum - Blackfen & Lamorbey,0.1048212182834454,51.451209622482416
Wings Sports Bar - Falconwood & Welling,0.1176182483100081,51.45991908066195
"Guy, Earl Of Warwick - Falconwood & Welling",0.11708425069186,51.46051333312792
Wrong 'Un - Bexleyheath,0.1390201021372401,51.45729995126872
Rose & Crown - Falconwood & Welling,0.1142215390362156,51.46150037461125
Door Hinge - Falconwood & Welling,0.1142215390362156,51.46150037461125
Nags Head - Falconwood & Welling,0.1142215390362156,51.46150037461125
Foresters Arms - East Wickham,0.1110639998277891,51.47419374351527
Green Man - East Wickham,0.0937982917132053,51.46638192313169
New Cross Turnpike - Falconwood & Welling,0.1059937191596163,51.462296059841904
Plough & Harrow - Falconwood & Welling,0.1020638990205645,51.46294221330475
We Anchor In Hope - East Wickham,0.0872050524853532,51.46578899337048
Prince of Wales - Belvedere,0.1438568987942112,51.48308719817243
Eardley Arms - Belvedere,0.1423921595220008,51.48349172118369
Royal Standard - Belvedere,0.1473498166287918,51.48139536413972
Fox - Belvedere,0.1462036548880345,51.48060689838744
Village Inn - Belvedere,0.145041928401573,51.47948593033603
Victoria - Belvedere,0.1435739926255528,51.48166233471371
Halfway House - Belvedere,0.1630241255774472,51.489966250769925
Morgan - Belvedere,0.1580007780498168,51.49647150957895
Great Harry - Northumberland Heath,0.149980856618979,51.47700305953357
Kings Head - St. Mary's & St. James,0.1516257910223765,51.44125776949289
Tanyard Lane - St. Mary's & St. James,0.1516257910223765,51.44125776949289
Railway Tavern - St. Mary's & St. James,0.1506966690676135,51.44078015439269
George - St. Mary's & St. James,0.1517019277214248,51.44104051539893
Three Blackbirds - Blendon & Penhill,0.1241790168856503,51.44773047555312
Anchor - Blendon & Penhill,0.1354543970897978,51.444755421669015
Millers Arms - St. Mary's & St. James,0.1534168696992143,51.440478368257175
Traders - St. Mary's & St. James,0.1557282978857787,51.44585925943698
Black Horse - St. Mary's & St. James,0.1515490541405046,51.4448297982578
Miller & Carter - Crayford,0.1618657704875627,51.44750902865697
Albany - Blendon & Penhill,0.1293653101940566,51.43576430927728
Kings Arms - Bexleyheath,0.1450688953641411,51.456424914975536
Carved - Bexleyheath,0.1450688953641411,51.456424914975536
Furze Wren - Bexleyheath,0.1482220067529583,51.45612432666537
Rose - Bexleyheath,0.142392178810759,51.45644689176351
Brewers Fayre - Bexleyheath,0.1436334060769432,51.4546703709201
Marriott Hotel - Bexleyheath,0.1537911367904935,51.45454710303774
Prince Albert - Bexleyheath,0.1543140243836378,51.45495121654946
Twin Palace - Bexleyheath,0.1543140243836378,51.45495121654946
Frankie & Benny's - Bexleyheath,0.1515933818655896,51.455567814872985
Coach House - Bexleyheath,0.1563387015559853,51.45453623523961
Golden Lion - Crook Log,0.137144971091544,51.457532025097
Crook Log - Crook Log,0.1288518221800139,51.45844743632449
Danson Stables - Crook Log,0.1242113922927279,51.45524883752123
Royal Oak - Crook Log,0.1309955688140311,51.45161803801964
Celebrations @ Bexley - Crook Log,0.1377721195961878,51.4558567036773
Robin Hood & Little John - Crook Log,0.1375722260438761,51.45404356744564
Volunteer - Bexleyheath,0.139426317771104,51.4598288361026
William Camden - Crook Log,0.1334658073139583,51.46168231126248
Jolly Millers - Bexleyheath,0.153805114717982,51.45790160454784
Kentish Belle - Crook Log,0.1346733471039001,51.46380088688209
Yacht - Bexleyheath,0.1472633680389667,51.465450658417566
Traveller's Home - Bexleyheath,0.153567780299602,51.46203420479322
Earl Haig - West Heath,0.1421636243684676,51.47246931940072
Red Barn - Barnehurst,0.1599364949710987,51.4651818321922
Bird & Barrel - Barnehurst,0.1599364949710987,51.4651818321922
Ship - Erith,0.1737547002429139,51.48506392721511
Duchess Of Kent - Northumberland Heath,0.1587518860843928,51.47364000847667
Brewer's Arms - Northumberland Heath,0.161602345192661,51.47178868309721
Running Horses - Erith,0.1826427649287548,51.48113929206526
Corner Pin - Slade Green & Northend,0.1944310080203075,51.471052773097135
Royal Oak - Northumberland Heath,0.1634864971374343,51.47204172988504
Pepper's Ghost - Leyton,-0.0071508895355716,51.57248653507391
Lion & Key Hotel - Leyton,-0.0096966092540073,51.56376995158842
Coach & Horses - Leyton,-0.0085842864730995,51.56049537698961
Leyton Technical - Leyton,-0.0065947893588074,51.55880675637293
William the Fourth - Forest,-0.0095463967964676,51.57414605321714
Signature Brewery Tap - Leyton,-0.0204913501388917,51.56374573940831
Bootlaces - Lea Bridge,-0.0121698454920718,51.57389374207511
Drum - Lea Bridge,-0.0119201681886931,51.57465396930018
Hare & Hounds - Lea Bridge,-0.0262823998278415,51.56863690748335
George Tavern - Stepney Green,-0.0512973387450957,51.5138342630504
Peacock - Stepney Green,-0.0447174746495003,51.51534359678995
Walnut Tree - Leytonstone,0.0138254358005442,51.56901654808403
Sir Alfred Hitchcock Hotel - Forest,0.0134787431553378,51.5758666701219
Eagle - Wanstead Village,0.0223243688965409,51.58263964787236
Cuckfield - Wanstead Village,0.0259946834535304,51.57914974462975
Duke - Wanstead Village,0.0296891608566688,51.58172103460679
Nightingale on the Green - Wanstead Village,0.0296891608566688,51.58172103460679
Palm Tree - Bow West,-0.0373420792627029,51.52863893332032
Luppolo - Wanstead Village,0.0289457010175071,51.575726124468325
George - Wanstead Village,0.0295514519798696,51.5760394195052
Manor House - Wanstead Village,0.0295514519798696,51.5760394195052
Red Lion - Leytonstone,0.0131488276961773,51.568074832471005
Birds - Leytonstone,0.0131488276961773,51.568074832471005
North Star - Leytonstone,0.0171136832853313,51.56929282329699
O'Neill's - Leytonstone,0.016007939628519,51.56974352541142
Bell - Cann Hall,0.0103399402619425,51.56034348106035
Leytonstone Tavern - Cann Hall,0.0140940180415775,51.55876815045653
Heathcote & Star - Grove Green,0.0044392651496539,51.56462650249004
Northcote Arms - Grove Green,0.0003236704493223,51.55995709453229
Birkbeck Tavern - Cathall,0.0022676483454787,51.55559797977679
Plough & Harrow - Cathall,0.00807007853008,51.557621301993976
Shepherd's Inn - Cathall,0.0087342209503982,51.558940994232415
Urban Bar - Whitechapel,-0.0557124197093029,51.51880908433611
Blind Beggar - Spitalfields & Banglatown,-0.0560430872386827,51.51950707645908
Indo - Spitalfields & Banglatown,-0.0645146482121208,51.51724589638275
Stable - Whitechapel,-0.0660569550239961,51.51622807932169
Castle - Whitechapel,-0.0677384453737298,51.514304178613685
Dog & Truck - Whitechapel,-0.0652718539658372,51.512644655480166
Blakesley Arms - Manor Park,0.0484655306238474,51.55112189961059
Golden Fleece - Manor Park,0.0466831015137157,51.55415691718716
William The Conqueror - Wanstead Park,0.0386398979120701,51.562058546169766
Good Samaritan - Whitechapel,-0.0595593939609516,51.51682225075903
Hungerford Arms - Shadwell,-0.056655633290455,51.51392318171424
Thomas Neale - Shadwell,-0.0550643497406762,51.5130424037926
Dean Swift - Shadwell,-0.0536147787388764,51.51323420076114
Black Lion - Plaistow North,0.0223489214434547,51.53051181232986
Victoria Tavern - Plaistow North,0.0234541796903107,51.52942249523055
Lamb - Plaistow North,0.0232629479322472,51.53323913278782
Red House - Canning Town North,0.0194385566634218,51.5198144588202
Charlie's Bar - Canning Town North,0.0194385566634218,51.5198144588202
Abbey - Canning Town South,0.0224446609764346,51.52063504667454
Army & Navy - Canning Town South,0.0247530708054624,51.52099993170429
Lord Stanley - Plaistow North,0.0263036154530396,51.53092021987025
Queens - Boleyn,0.0368690619440415,51.5337321157938
Manor Arms - Poplar,-0.0140864256417061,51.51036799238559
Greenwich Pensioner - Poplar,-0.0089738204843772,51.50928299429357
Hope & Anchor - Poplar,-0.0110051470958003,51.50996501422739
Ship - Island Gardens,-0.0170087961251464,51.48754642689989
Great Eastern - Island Gardens,-0.0047919046941858,51.48822054385873
Ferry House - Island Gardens,-0.0109436582212324,51.48589676248905
George - Blackwall & Cubitt Town,-0.0103515181713331,51.49519523163018
Ledger Building - Canary Wharf,-0.0222414322007088,51.50710620026317
Sipping Room - Canary Wharf,-0.02102080155784,51.50700466301337
Browns - Canary Wharf,-0.02102080155784,51.50700466301337
Burger & Lobster - Canary Wharf,-0.02102080155784,51.50700466301337
Merchant - Canary Wharf,-0.0200960638291904,51.5053971673543
Davy's - Canary Wharf,-0.0200960638291904,51.5053971673543
Limehouse - Canary Wharf,-0.0200960638291904,51.5053971673543
Pagination - Canary Wharf,-0.0200844217228265,51.5046684807156
Henry Addington - Canary Wharf,-0.0204592584092145,51.504000281397865
Slug & Lettuce - Canary Wharf,-0.0222624506344217,51.50429152637843
Parlour - Canary Wharf,-0.0179044706451934,51.504424796464825
Sports Bar & Grill - Canary Wharf,-0.0166685786759497,51.50567201166984
All Bar One - Canary Wharf,-0.0189040173592713,51.50364124832876
Brodie’s (Bar & Kitchen) - Canary Wharf,-0.0184909465139498,51.50519017999432
BrewDog Canary Wharf - Canary Wharf,-0.0128233049653202,51.504617600704805
Rocket by Balls Brothers - Canary Wharf,-0.0128233049653202,51.504617600704805
Festival Inn - Lansbury,-0.0140351556414373,51.51187806630026
Callaghanns - Lansbury,-0.0126406571429816,51.51245701931542
George IV - Lansbury,-0.0099436157731169,51.51150291556554
Crown - Limehouse,-0.0271154282511108,51.51104659856046
Star Of The East - Mile End,-0.0275674661600328,51.51192659047074
Craft Beer Co. - Shadwell,-0.0385867257072653,51.51209343133093
Queens Head - St. Dunstan's,-0.037243291066865,51.51316818126661
Old Ship - St. Dunstan's,-0.0382566824411654,51.51340098661345
Prince Regent - St. Dunstan's,-0.034942759770431,51.5137052487767
Grapes - Limehouse,-0.0313963789724272,51.50803371014258
Narrow - Limehouse,-0.0313963789724272,51.50803371014258
Tooke Arms - Canary Wharf,-0.0239346170379729,51.49761940769879
28West - Canary Wharf,-0.026443839820349,51.50557612646548
Gun - Blackwall & Cubitt Town,-0.0059379741416873,51.50190152578455
Pepper Saint Ontiod - Canary Wharf,-0.0158545073188153,51.49588207090406
Half Moon - Bethnal Green,-0.0437097786087672,51.521703293929846
Horn Of Plenty - Bethnal Green,-0.0448257781998346,51.5219017777829
Bancroft Arms - St. Dunstan's,-0.0384092392571418,51.52226229850234
White Hart - Bethnal Green,-0.0529205395042531,51.52004885547976
Builders Arms - Stratford and New Town,-0.0001621633133097,51.538029817691374
Railway Tavern - Stratford and New Town,0.0017402045762505,51.54457174775482
Bar One - Stratford and New Town,0.0070984958776161,51.54636885529695
Eagle - Stratford and New Town,0.0011464624443027,51.5487909184965
Sportsman - Stratford and New Town,0.0035235126247497,51.54116866972728
Goldengrove - Stratford and New Town,0.0056475227665423,51.543551670704346
012 Bar & Grill - Stratford and New Town,0.0056475227665423,51.543551670704346
Cart & Horses - Stratford and New Town,0.0059131599578488,51.54532787748472
Leyton Star - Cathall,-0.0035157737590804,51.55399675148362
Carpenters Arms - Stratford and New Town,-0.0038787078025735,51.53713979746257
Britannia - West Ham,0.014339364442055,51.53362657041236
City View Hotel - West Ham,0.0091817100546295,51.53570264652668
King Edward VII - Stratford and New Town,0.0042261468555264,51.54041918333056
Olde Black Bull - Stratford and New Town,0.0042261468555264,51.54041918333056
Refreshment Room - Stratford and New Town,0.0042261468555264,51.54041918333056
Secret Weapon - Stratford and New Town,0.005734992912506,51.53898138184708
Queens Head - Stratford and New Town,0.005734992912506,51.53898138184708
Greyhound - West Ham,0.0072356136078421,51.53703106021221
Abbey Tap - Stratford and New Town,0.001942176315216,51.53997252966082
Pride of Spitalfields - Spitalfields & Banglatown,-0.0687841165121279,51.518548409796
Carpenters Arms - St. Peter's,-0.0536806550890887,51.522507743587134
Fox @ Excel - Canning Town South,0.0266021720260987,51.50842171151282
Streeties - Canning Town South,0.0134150779272147,51.51235430252802
Fox @ Connaught - Custom House,0.0410520884693323,51.50828800065991
Beckton Arms - Canning Town North,0.0157595184244369,51.51681089303057
Husk Brewing Taproom - Royal Docks,0.0202183078273803,51.50388210011269
Henley Arms - Royal Docks,0.0599319946371861,51.50028613188535
Royal Standard Hotel - Royal Docks,0.0651771290886803,51.49964524136465
Brick Lane Brews - Royal Docks,0.0480352240070404,51.50363337217436
Reach Bar - Beckton,0.0752999382445421,51.50582514063501
Custom House (Pub & Kitchen) - Custom House,0.0296416204795742,51.50968223017596
Princess Alexandra - Canning Town North,0.0169840289061656,51.51875047190584
Durham Arms - Canning Town North,0.0053250315505806,51.51850073476368
Gun - Spitalfields & Banglatown,-0.0750600536174,51.51842675072789
English Restaurant - Spitalfields & Banglatown,-0.0750600536174,51.51842675072789
Water Poet - Spitalfields & Banglatown,-0.075737925886384,51.52047043304201
Grocer - Spitalfields & Banglatown,-0.0747491978377353,51.51930302266405
Galvin Hop - Spitalfields & Banglatown,-0.0767220669502782,51.51969513848477
Boxbar - Hoxton East & Shoreditch,-0.0747253181312441,51.522945045458776
Juno - Hoxton East & Shoreditch,-0.0766620530767302,51.52590874032673
Barrio East - Hoxton East & Shoreditch,-0.0766620530767302,51.52590874032673
Corner Shop - Hoxton East & Shoreditch,-0.0766620530767302,51.52590874032673
Dragon - Hoxton East & Shoreditch,-0.0766620530767302,51.52590874032673
Shoreditch - Hoxton East & Shoreditch,-0.0766620530767302,51.52590874032673
Dirty Bones - Weavers,-0.07269009943622,51.52368506803365
BrewDog Shoreditch - Weavers,-0.0722127614255927,51.523722190779246
Culpeper - Spitalfields & Banglatown,-0.0706870320070992,51.515818687278994
Ten Bells - Spitalfields & Banglatown,-0.0720701206267692,51.51856650177228
Golden Heart - Spitalfields & Banglatown,-0.0725970275885699,51.51940257594626
