Price,Date,Postcode,Year
1110000,2022-06-17,W13 8PQ,2022
460000,2022-07-04,UB1 2BT,2022
425000,2022-06-28,UB2 5BY,2022
457000,2022-06-22,N9 7NL,2022
985000,2022-06-22,W7 2AT,2022
1830000,2022-01-07,W13 8PG,2022
812000,2022-05-30,HA7 2EP,2022
320000,2022-01-11,UB3 5HZ,2022
765000,2022-07-07,N3 1EB,2022
720000,2022-05-20,TW11 8SJ,2022
760000,2022-06-29,UB9 6PF,2022
500000,2022-02-11,UB6 7BA,2022
540000,2022-06-10,EN1 3BA,2022
780000,2022-06-17,HA3 8TG,2022
1132000,2022-06-20,NW4 1SG,2022
517500,2022-07-13,UB6 9LN,2022
952000,2022-07-08,N20 0DT,2022
718000,2022-01-28,N13 5RR,2022
590000,2022-06-30,N20 0SR,2022
610000,2022-07-11,HA7 2JQ,2022
597500,2022-04-11,UB6 0RL,2022
450000,2022-03-28,W7 3EY,2022
590000,2022-07-01,TW8 9PB,2022
755000,2022-07-01,NW7 1DX,2022
620000,2022-04-08,TW7 6LL,2022
1450000,2022-07-12,N3 3AN,2022
475000,2022-07-04,UB6 7HL,2022
575000,2022-06-09,TW12 2JB,2022
925000,2022-06-30,UB8 1PN,2022
440000,2022-02-25,N9 0RB,2022
910000,2022-06-16,UB10 8BA,2022
1460000,2022-01-14,N8 9LB,2022
785000,2022-06-17,N12 7PH,2022
1325000,2022-05-26,W6 9BD,2022
615000,2022-07-15,EN5 1BE,2022
610000,2022-01-19,SW1W 8BP,2022
3760000,2022-05-09,N2 0EN,2022
490000,2022-06-10,HA0 2SW,2022
1830000,2022-05-27,SW6 7UF,2022
1810000,2022-06-16,NW2 4NT,2022
690000,2022-03-25,W4 3LY,2022
1720000,2022-03-10,NW3 3RP,2022
875000,2022-07-06,W12 0QP,2022
385000,2022-06-14,HA1 4ET,2022
510000,2022-01-20,N21 3HD,2022
829700,2022-03-15,E14 7NA,2022
1450000,2022-07-01,W4 2HY,2022
1050000,2022-05-26,E3 5AB,2022
746000,2022-06-30,EN4 9AH,2022
501000,2022-06-17,UB8 3LL,2022
1350000,2022-01-21,SW6 7LB,2022
600000,2022-07-07,E11 4JG,2022
1795000,2022-07-12,NW3 5PH,2022
490000,2022-06-20,EN2 8BS,2022
533000,2022-06-21,N8 9RD,2022
240000,2022-07-01,W7 1BL,2022
705000,2022-03-02,EN5 2ET,2022
274000,2022-06-14,RM5 2QH,2022
445000,2022-06-21,TW14 8JB,2022
465000,2022-05-24,HA1 3LN,2022
410000,2022-07-04,EN5 5NY,2022
2600000,2022-01-24,NW11 7AU,2022
600000,2022-06-30,EN4 9RA,2022
1600000,2022-07-06,N1 2NU,2022
615000,2022-07-06,EN5 2QE,2022
350000,2022-06-16,HA1 2TJ,2022
310000,2022-05-25,N19 3QL,2022
445000,2022-03-11,N7 0DY,2022
765000,2022-05-20,E4 9SA,2022
740000,2022-06-24,EC1M 6AD,2022
500000,2022-05-16,W13 9LP,2022
308000,2022-06-28,N1 8RH,2022
607500,2022-07-05,N1 3LL,2022
606000,2022-07-08,NW10 5RE,2022
415000,2022-06-29,RM11 1AF,2022
465000,2022-01-14,N4 3LQ,2022
810000,2022-06-09,NW6 4SJ,2022
1500000,2022-01-17,W9 1LG,2022
540000,2022-06-28,N19 3HU,2022
1279000,2022-07-11,N10 2DS,2022
355000,2022-06-01,HA2 8SA,2022
1900000,2022-03-17,SW1P 2NU,2022
563500,2022-06-14,NW2 3QL,2022
205000,2022-02-28,WC1H 0NL,2022
585000,2022-06-16,NW5 2PX,2022
974000,2022-05-27,NW6 3NL,2022
1017810,2022-05-06,W7 2BJ,2022
2800000,2022-07-15,N5 2QS,2022
580000,2022-07-07,SW1P 4AX,2022
2600000,2022-03-31,NW3 6PZ,2022
482500,2022-06-08,W9 3HU,2022
600000,2022-02-24,W2 5NR,2022
745000,2022-06-09,W2 2PE,2022
1270000,2022-06-17,NW3 3JG,2022
930000,2022-01-31,WC2E 9HA,2022
7500000,2022-06-15,NW1 4DS,2022
315000,2022-05-26,NW5 4DX,2022
450000,2022-02-14,E1 2FQ,2022
272257,2022-02-18,UB8 2FE,2022
484500,2022-03-01,E1 2FQ,2022
272257,2022-02-18,UB8 2FE,2022
498750,2022-02-23,E1 2FQ,2022
348500,2022-03-02,N11 1FR,2022
1684637,2022-01-12,E14 9PR,2022
494700,2022-02-09,E1 2FQ,2022
1029600,2022-01-25,E14 9ED,2022
530000,2022-02-18,E1 2FQ,2022
660250,2022-03-19,E1 2FX,2022
501000,2022-03-08,E1 2FQ,2022
652000,2022-02-21,E1 2FQ,2022
2100000,2022-03-18,N1 7TW,2022
330000,2022-04-05,NW7 3RX,2022
700000,2022-03-10,E5 8SQ,2022
375875,2022-01-28,NW9 4FN,2022
1183600,2022-03-04,N1 7GZ,2022
301350,2022-03-31,NW9 4FP,2022
554000,2022-03-25,NW9 4FP,2022
563000,2022-03-28,NW9 4FP,2022
625000,2022-03-29,NW9 4FP,2022
530000,2022-03-31,E1 0FD,2022
1600000,2022-01-28,E14 9PR,2022
541850,2022-03-24,NW9 4FP,2022
300000,2022-03-31,NW9 4FP,2022
272000,2022-01-21,UB9 6JQ,2022
150000,2022-02-15,TW8 0FE,2022
300000,2022-02-25,N1 4BW,2022
701157,2022-02-22,E14 9EA,2022
362000,2022-03-25,EN2 8DB,2022
945210,2022-03-07,EN5 1JX,2022
958000,2022-02-28,N8 8BE,2022
1350000,2022-02-25,E14 9EA,2022
380000,2022-04-08,NW10 4DT,2022
390000,2022-04-04,E14 9JT,2022
325000,2022-04-08,E4 8AS,2022
333000,2022-02-04,W13 0RL,2022
435000,2022-02-15,E14 9BT,2022
580000,2022-02-21,E5 8EE,2022
325500,2022-02-18,W7 3QX,2022
315000,2022-02-11,W4 1AG,2022
582000,2022-03-04,UB10 8PN,2022
320500,2022-04-28,E17 3LN,2022
445000,2022-03-18,W3 9JA,2022
425000,2022-02-04,E3 3GR,2022
803000,2022-04-05,E2 7DJ,2022
464150,2022-03-04,E17 5LA,2022
495150,2022-04-22,E17 5EW,2022
373000,2022-02-23,N7 6RS,2022
245000,2022-02-18,N9 9SH,2022
360000,2022-03-18,E17 5ET,2022
325000,2022-03-15,N13 5SX,2022
3500000,2022-04-25,TW8 8BJ,2022
440000,2022-03-31,N13 5BF,2022
725300,2022-03-18,E14 9LY,2022
430000,2022-02-10,CR0 3DE,2022
620000,2022-02-18,CR5 2JA,2022
567000,2022-02-28,RM11 1LP,2022
1263000,2022-02-28,SM5 4HQ,2022
716000,2022-01-27,HA9 7QP,2022
850000,2022-01-05,SE22 9PJ,2022
575000,2022-01-31,N4 2BA,2022
565000,2022-01-24,N6 5AU,2022
420000,2022-03-07,HA8 9PU,2022
330000,2022-02-18,N4 2BA,2022
287500,2022-03-23,EN1 1NW,2022
374500,2022-03-25,EN5 2PX,2022
311000,2022-03-08,UB7 7FW,2022
545000,2022-04-14,E3 4DL,2022
525000,2022-04-20,N1 1TA,2022
365000,2022-02-14,W5 4QB,2022
671500,2022-04-25,NW6 7YR,2022
330000,2022-03-24,E3 4JU,2022
485000,2022-02-16,N4 4JT,2022
500000,2022-04-01,W3 7LP,2022
300000,2022-04-26,N3 2BE,2022
295500,2022-02-18,E17 8XQ,2022
700000,2022-02-18,NW6 7HE,2022
385000,2022-05-17,UB5 6PB,2022
455000,2022-05-13,NW6 7QP,2022
750000,2022-04-22,W3 9JD,2022
375000,2022-04-29,W4 3RL,2022
315000,2022-02-14,UB6 8RT,2022
430000,2022-01-20,W4 3TQ,2022
395000,2022-04-08,E10 5QA,2022
1895000,2022-01-07,EC2Y 8BY,2022
590000,2022-04-01,W3 7FJ,2022
500000,2022-02-09,W4 3EQ,2022
970000,2022-02-07,EC1V 8BJ,2022
375000,2022-03-31,E17 3JQ,2022
650000,2022-01-26,DA15 9EY,2022
760000,2022-02-18,RM14 2HR,2022
947500,2022-03-04,E11 2TA,2022
421451,2022-03-03,DA15 9HP,2022
375000,2022-01-28,DA15 8HL,2022
475000,2022-02-07,DA16 2QN,2022
595000,2022-03-17,EN4 8LB,2022
215000,2022-06-29,SM6 8AR,2022
315000,2022-02-23,CR4 1FD,2022
890000,2022-02-25,BR4 9NW,2022
225000,2022-01-18,CR2 6AE,2022
412500,2022-11-16,BR1 1AG,2022
297000,2022-12-21,SM6 9FR,2022
332500,2022-08-03,SM6 7BN,2022
507500,2022-01-21,SE19 2AD,2022
700000,2022-12-02,SM6 7FE,2022
410000,2022-10-21,KT2 7AB,2022
300000,2022-03-10,SE20 8JW,2022
720000,2022-07-29,BR6 7FG,2022
265000,2022-12-02,DA14 5HN,2022
475000,2022-09-29,SW19 2BP,2022
495000,2022-01-14,SM1 4GG,2022
319995,2022-01-18,SM6 7GA,2022
1340000,2022-01-07,SW19 8LW,2022
155000,2022-02-08,TN16 3XA,2022
410000,2022-01-28,BR3 4DZ,2022
350000,2022-01-28,KT1 3FJ,2022
600000,2022-02-15,SW19 8TR,2022
264000,2022-01-21,CR7 8HT,2022
585000,2022-02-11,KT3 3FN,2022
441000,2022-02-11,KT3 3FG,2022
235000,2022-02-04,CR7 8PZ,2022
485000,2022-02-23,BR2 9PD,2022
295000,2022-03-10,CR7 6EL,2022
450000,2022-04-14,WC1H 9RW,2022
430000,2022-02-21,SW1P 4HU,2022
520000,2022-02-11,NW5 1JN,2022
497000,2022-04-27,W2 6PN,2022
960000,2022-01-07,W9 1BQ,2022
800000,2022-04-06,NW3 4AB,2022
690000,2022-01-06,NW6 2DQ,2022
790000,2022-04-07,NW1 7AU,2022
510000,2022-04-28,NW8 7EN,2022
440000,2022-04-05,N16 6UR,2022
440000,2022-04-12,SE2 0JB,2022
215000,2022-01-25,E4 9XF,2022
239000,2022-04-04,UB5 5EG,2022
265000,2022-03-11,E10 6PZ,2022
320000,2022-03-10,UB2 5FA,2022
215000,2022-03-11,UB3 2UA,2022
205000,2022-03-31,EN1 2AZ,2022
290000,2022-01-21,UB7 9FS,2022
505000,2022-07-22,SE6 1JH,2022
525000,2022-04-25,TW8 9JU,2022
260000,2022-03-07,N17 0JR,2022
270000,2022-02-28,EN4 9QF,2022
515000,2022-02-14,W5 4XD,2022
485000,2022-01-28,E17 7DX,2022
380000,2022-03-25,N16 7QD,2022
550000,2022-02-11,W4 3PA,2022
490000,2022-04-14,N1 5TF,2022
530000,2022-03-11,UB7 9GQ,2022
1870000,2022-08-19,NW5 1BT,2022
415000,2022-02-11,W4 1YB,2022
605000,2022-05-13,E2 9BW,2022
660000,2022-03-17,EN2 7EE,2022
320000,2022-02-24,NW7 3HG,2022
711500,2022-03-07,N1 4NE,2022
475000,2022-01-31,UB1 2UX,2022
355000,2022-03-14,W3 9LS,2022
513000,2022-04-11,E4 8ET,2022
597500,2022-04-29,N7 7FE,2022
593000,2022-08-19,SE6 1HA,2022
1415000,2022-04-19,N5 1XL,2022
710500,2022-06-30,BR6 0QB,2022
530000,2022-07-18,DA14 5AN,2022
485000,2022-08-10,DA16 1RH,2022
436340,2022-05-03,SW1V 4PB,2022
645000,2022-05-13,SW1V 4QE,2022
1050000,2022-04-14,W1W 5AE,2022
1040000,2022-02-25,W11 1HS,2022
715000,2022-03-01,W11 1DD,2022
575000,2022-04-04,NW6 2DT,2022
800000,2022-02-11,NW2 5AB,2022
295000,2022-03-31,E14 3SH,2022
482000,2022-03-25,E17 4LD,2022
150000,2022-04-01,W3 6PT,2022
375000,2022-03-31,TW7 7AL,2022
447500,2022-02-10,HA8 0PF,2022
625000,2022-01-31,N7 7FE,2022
450000,2022-03-03,E17 5LG,2022
485000,2022-03-25,UB9 6AD,2022
600000,2022-05-06,N7 0LG,2022
278000,2022-04-12,W4 2TF,2022
465000,2022-03-01,TW8 0NJ,2022
260000,2022-03-04,E17 3LE,2022
392000,2022-01-17,HA2 0PR,2022
530000,2022-03-25,NW6 5PZ,2022
430000,2022-02-15,HA1 2PR,2022
285000,2022-02-24,E4 9BF,2022
425450,2022-04-14,E4 6JL,2022
255000,2022-01-25,N3 3NL,2022
555000,2022-03-02,N22 6NG,2022
725000,2022-03-02,E9 6FJ,2022
199500,2022-03-21,E10 7EW,2022
319375,2022-03-28,N4 3AA,2022
410000,2022-02-18,E2 9ED,2022
525000,2022-04-11,W7 2JZ,2022
402000,2022-02-22,N10 1EB,2022
380000,2022-04-08,E17 7AU,2022
286000,2022-02-28,UB5 5SH,2022
420000,2022-02-18,E17 8HP,2022
548000,2022-05-27,TW13 5DY,2022
315000,2022-02-14,UB8 3DE,2022
550000,2022-06-17,HA8 5JE,2022
560000,2022-07-11,HA1 4SA,2022
615000,2022-05-13,EN1 1JU,2022
